decision_date,entry_date,exit_date,long_symbol,short_symbol,long_signal,short_signal,dispersion,dispersion_gate,eligible_count,median_quote_volume_long,median_quote_volume_short,long_entry,long_exit,short_entry,short_exit,gross_unit_return
2021-06-15,2021-06-16,2021-06-19,CHZUSDT,LUNAUSDT,-0.24848234943761016,-0.593253845678631,0.08272717538940816,False,20,177164211.27836,144791133.63,0.3281,0.28986,6.582,5.955,-0.021290032915126655
2021-06-18,2021-06-19,2021-06-22,CHZUSDT,LUNAUSDT,0.10701191567369372,-0.37089102631857096,0.1199775611360113,False,21,197084600.76534998,138892358.42900002,0.28986,0.21426,5.955,4.826,-0.07122698511102632
2021-06-21,2021-06-22,2021-06-25,1INCHUSDT,SANDUSDT,-0.019992636229749672,-0.5938890402251884,0.14105782282096654,False,22,98727653.14125,30083029.222145,2.6605,2.7237,0.17886,0.20311,-0.11182596798034083
2021-06-24,2021-06-25,2021-06-28,CHZUSDT,REEFUSDT,-0.030005434360686367,-0.4821546378150151,0.1061057275232861,False,22,218648102.05080998,37315103.9430825,0.24983,0.23902,0.015699,0.015886,-0.05518100993305031
2021-06-27,2021-06-28,2021-07-01,LUNAUSDT,LINAUSDT,-0.08211987809007781,-0.456880301602262,0.10071608108072899,False,23,102191963.6855,19801412.843170002,5.422,6.567,0.02304,0.02593,0.08574265979138507
2021-06-30,2021-07-01,2021-07-04,LUNAUSDT,ALICEUSDT,0.003668042182485065,-0.4731602314005112,0.10065315158509255,False,26,97486612.0255,51318805.23285,6.567,5.805,3.917,4.055,-0.1512657632162483
2021-07-03,2021-07-04,2021-07-07,CHZUSDT,DODOUSDT,-0.18489645120835174,-0.5585539714867618,0.09141682539850807,False,26,190477926.12422,21392420.62265,0.24047,0.24246,0.867,1.172,-0.3435123133766922
2021-07-06,2021-07-07,2021-07-10,LUNAUSDT,COTIUSDT,0.043353063509838474,-0.3749061520116592,0.1110565353691054,False,27,90830067.3075,16922759.39934,6.524,8.098,0.14152,0.12773,0.33870508647637176
2021-07-09,2021-07-10,2021-07-13,SANDUSDT,COTIUSDT,0.6933479783071326,-0.41940909090909084,0.23677679627826395,False,28,31532885.529265,14639752.901195,0.49332,0.41717,0.12773,0.12691,-0.14794248831340429
2021-07-12,2021-07-13,2021-07-16,SANDUSDT,COTIUSDT,0.589545419934516,-0.3334033282587011,0.21213829022261463,False,29,31936303.505769998,14264745.17815,0.41717,0.54331,0.12691,0.12141,0.34570853459056916
2021-07-15,2021-07-16,2021-07-19,SANDUSDT,DENTUSDT,0.8972308551873449,-0.4250214224507284,0.26183855849769677,False,29,38656261.631909996,23233431.954293,0.54331,0.4829,0.002014,0.001899,-0.054088526145331106
2021-07-18,2021-07-19,2021-07-22,SANDUSDT,DENTUSDT,0.8883588159386853,-0.38356609288730115,0.25198537836545776,False,29,69430156.83500001,22150259.4882645,0.4829,0.47331,0.001899,0.001817,0.023321437283587376
2021-07-21,2021-07-22,2021-07-25,SANDUSDT,COTIUSDT,1.6457238680827277,-0.23522077160041066,0.3805446683750379,True,28,158720357.689605,12174406.334645,0.47331,0.73035,0.1043,0.11827,0.40912846844117134
2021-07-24,2021-07-25,2021-07-28,SANDUSDT,COTIUSDT,2.594583948793698,-0.22355721883001767,0.5956149474126111,True,28,279740087.479405,12174406.334645,0.73035,0.67562,0.11827,0.12764,-0.15416217516965425
2021-07-27,2021-07-28,2021-07-31,ALICEUSDT,COTIUSDT,2.578421052631579,-0.10059922453295733,0.5624882858455508,True,26,213328163.11605,14116145.3113,13.592,14.917,0.12764,0.13365,0.05039826089009547
2021-07-30,2021-07-31,2021-08-03,ALICEUSDT,COTIUSDT,2.8100102145045964,-0.12195121951219501,0.5773604056155243,True,25,249308790.50315,17281128.748015,14.917,12.924,0.13365,0.13974,-0.1791727318397115
2021-08-02,2021-08-03,2021-08-06,ALICEUSDT,DENTUSDT,2.1868836291913216,-0.006924643584521384,0.4625562299110342,True,24,304691466.20675004,21970285.602580503,12.924,12.538,0.002437,0.002568,-0.08362153059958366
2021-08-05,2021-08-06,2021-08-09,ALICEUSDT,REEFUSDT,1.1399795151928989,0.002029145914038022,0.2749297202803025,False,24,359617204.61105,17073016.833301,12.538,11.649,0.016296,0.018056,-0.1789064141426362
2021-08-08,2021-08-09,2021-08-12,CHRUSDT,ONEUSDT,0.9683666881859263,-0.09315589353612175,0.2452859057211965,False,25,154465626.52859998,19355209.014435,0.3049,0.3296,0.08108,0.09779,-0.12508258063534883
2021-08-11,2021-08-12,2021-08-15,RVNUSDT,1000SHIBUSDT,2.04817374136229,0.030587923728813582,0.38681698113589863,True,26,25711690.80115,103745282.2667035,0.15432,0.15064,0.007782,0.008141,-0.06997865233523337
2021-08-14,2021-08-15,2021-08-18,DENTUSDT,OGNUSDT,3.0357675111773466,0.16535012809564464,0.578256371746792,True,26,42931733.440333,45395972.8473,0.008125,0.006196,1.0916,0.9591,-0.11603392620571074
2021-08-17,2021-08-18,2021-08-21,DENTUSDT,1000SHIBUSDT,2.2623814541622758,0.21224428399518658,0.4193199152216974,True,27,55621137.047682,124477625.96535,0.006196,0.007023,0.008063,0.008497,0.07964708921119668
2021-08-20,2021-08-21,2021-08-24,DENTUSDT,1000SHIBUSDT,2.8678414096916303,0.29888396269683537,0.5510595305048408,True,24,74963195.4811805,142986835.3764875,0.007023,0.007019,0.008497,0.008187,0.035913907582964644
2021-08-23,2021-08-24,2021-08-27,DENTUSDT,CHRUSDT,2.1630630630630625,0.1857389304197814,0.46742201559111285,True,22,121801716.0022695,112059937.42300001,0.007019,0.005871,0.4122,0.3902,-0.1101839126750922
2021-08-26,2021-08-27,2021-08-30,COTIUSDT,CHRUSDT,1.8975544756231386,0.09573273441886565,0.39984007223650986,True,21,52876779.97218,107453340.5846,0.36999,0.36324,0.3902,0.4787,-0.24505050207834578
2021-08-29,2021-08-30,2021-09-02,COTIUSDT,XEMUSDT,1.7198262952979935,0.121683967704729,0.37464590374264495,False,21,55477183.23148,34516945.498449996,0.36324,0.33751,0.1946,0.2012,-0.10475043439692533
2021-09-01,2021-09-02,2021-09-05,DENTUSDT,1000SHIBUSDT,1.6324856439704676,0.13307086614173236,0.3814616324774867,False,20,169997853.78739297,160844244.030711,0.006419,0.006778,0.007197,0.007448,0.021052071968416186
2021-09-04,2021-09-05,2021-09-08,DENTUSDT,1000SHIBUSDT,1.6394080996884735,0.19633676092544983,0.3676991703043424,False,20,174257901.6934295,162851346.088095,0.006778,0.005144,0.007448,0.006055,-0.05404398795750065
2021-09-07,2021-09-08,2021-09-11,DENTUSDT,1000SHIBUSDT,0.5966490847036923,-0.17052775873886228,0.182394423685346,False,19,186545627.9228435,160844244.030711,0.005144,0.004746,0.006055,0.006995,-0.23261529550915483
2021-09-10,2021-09-11,2021-09-14,ONEUSDT,BAKEUSDT,0.7586700767263428,-0.22489815480469688,0.22259561004845974,False,19,49809377.88043,111508598.6361,0.17187,0.18421,1.9409,1.9083,0.08859478391735587
2021-09-13,2021-09-14,2021-09-17,ONEUSDT,DENTUSDT,0.882292837437417,-0.42614475627769566,0.34328235741726604,False,17,58145177.78714,164597949.23278803,0.18421,0.16363,0.004662,0.00491,-0.16491637239696522
2021-09-16,2021-09-17,2021-09-20,CELRUSDT,DENTUSDT,1.4910308538627124,-0.20687984496124034,0.39597007758271346,True,14,54368994.307685,138748713.213494,0.10414,0.10202,0.00491,0.004735,0.015284336415377076
2021-09-19,2021-09-20,2021-09-23,CELRUSDT,DENTUSDT,1.206963667820069,-0.32588268792710706,0.37323269171571816,False,13,76320668.87509,110526771.723213,0.10202,0.10962,0.004735,0.004232,0.18072539765377182
2021-09-22,2021-09-23,2021-09-26,CELRUSDT,BAKEUSDT,1.2158884172225592,-0.45119229788319304,0.39960861315544294,True,13,139302823.368175,83033495.8328,0.10962,0.16196,1.7214,1.565,0.5683238951709283
2021-09-25,2021-09-26,2021-09-29,CELRUSDT,BAKEUSDT,2.8411192791083715,-0.4171322160148976,0.8204583429985584,True,13,157764500.81223,76589188.93635,0.16196,0.15469,1.565,1.5952,-0.0641847511751018
2021-09-28,2021-09-29,2021-10-02,1000SHIBUSDT,GTCUSDT,-0.020365168539325795,-0.5167707610455702,0.13619541121037523,False,10,132711768.88495749,30613846.046099998,0.006974,0.007701,6.267,8.013,-0.17435786590499625
2021-10-01,2021-10-02,2021-10-05,1000SHIBUSDT,BAKEUSDT,0.07018763029881869,-0.3650804685599083,0.12696741700827047,False,9,124587571.753436,62909069.29005,0.007701,0.013489,1.827,1.7493,0.7941194381383517
2021-10-04,2021-10-05,2021-10-08,1000SHIBUSDT,BAKEUSDT,0.8115766854687079,-0.39157045486159403,0.37931053495826667,False,8,141019819.861126,56387646.887449995,0.013489,0.022933,1.7493,1.9858,0.5649290926986852
2021-10-07,2021-10-08,2021-10-11,1000SHIBUSDT,ICPUSDT,2.790447859857875,-0.16742819843342038,1.0136728445338257,True,7,189643818.585799,219535991.23745,0.022933,0.026143,51.03,44.91,0.25990241798611124
2021-10-10,2021-10-11,2021-10-14,1000SHIBUSDT,ICPUSDT,2.7368496283590624,-0.21072056239015824,1.0647800016592126,True,6,189643818.585799,214006524.04255003,0.026143,0.029084,44.91,43.21,0.15035013777102613
2021-10-13,2021-10-14,2021-10-17,1000SHIBUSDT,ICPUSDT,3.479821318545903,-0.21507720254314255,1.336893273865462,True,6,331446595.96927047,214006524.04255003,0.029084,0.025705,43.21,46.02,-0.18121196068838397
2021-10-16,2021-10-17,2021-10-20,1000SHIBUSDT,ICPUSDT,2.0098360655737704,-0.2060700120710468,0.7662127279058415,True,7,384068236.88091755,217083033.15350002,0.025705,0.028039,46.02,43.81,0.13882205422893634
2021-10-19,2021-10-20,2021-10-23,1000SHIBUSDT,ICPUSDT,2.465883807169345,-0.23445143256464018,0.9223655377304674,True,6,731086535.8003395,222612500.3484,0.028039,0.027977,43.81,45.07,-0.030971762770932276
2021-10-22,2021-10-23,2021-10-26,1000SHIBUSDT,ICPUSDT,2.8626259837084076,-0.09661254760473037,1.0153320173605074,True,6,731086535.8003395,222612500.3484,0.027977,0.042305,45.07,48.78,0.4298185712932172
2021-10-25,2021-10-26,2021-10-29,1000SHIBUSDT,ICPUSDT,4.783321941216678,0.06622950819672124,1.6585877348388214,True,6,1448629933.10624,222612500.3484,0.042305,0.068653,48.78,43.23,0.7365866802504453
2021-10-28,2021-10-29,2021-11-01,1000SHIBUSDT,ICPUSDT,8.843870967741935,0.058492413117963826,3.1814809539642503,True,6,2091914272.358608,246580006.5117,0.068653,0.066931,43.23,45.03,-0.06672041364464587
2021-10-31,2021-11-01,2021-11-04,1000SHIBUSDT,ICPUSDT,7.693246753246752,-0.1283888458559257,2.8128537523691106,True,6,3283122879.5490007,250235094.83075,0.066931,0.055603,45.03,46.73,-0.2070015373720081
2021-11-03,2021-11-04,2021-11-07,1000SHIBUSDT,ICPUSDT,3.1198754540736893,-0.04572361706470707,1.0813402282218822,True,6,3554415719.790696,250235094.83075,0.055603,0.058701,46.73,49.58,-0.005272240070643086
2021-11-06,2021-11-07,2021-11-10,1000SHIBUSDT,ICPUSDT,1.5593390303453085,-0.028224225793806457,0.5573451965911003,True,6,3554415719.790696,246857922.3304,0.058701,0.05493,49.58,52.61,-0.12535416577288805
2021-11-09,2021-11-10,2021-11-13,KEEPUSDT,BAKEUSDT,0.6751425855513307,0.1978203434610304,0.17347821079828407,False,4,63238967.59075,69330711.69690001,0.705,0.6536,2.1763,2.0758,-0.026728506284496967
2021-11-12,2021-11-13,2021-11-16,IOTXUSDT,BAKEUSDT,2.0961368327926864,0.08408188844787978,0.7305718872336389,True,5,40147635.281509995,69330711.69690001,0.21011,0.19859,2.0758,2.1095,-0.07106312789905855
2021-11-15,2021-11-16,2021-11-19,IOTXUSDT,KEEPUSDT,1.7962545761757251,-0.13051843933725282,0.7045723381832782,True,5,64581399.8457,71089179.23735,0.19859,0.17323,0.8133,0.6447,0.0796032909919766
2021-11-18,2021-11-19,2021-11-22,IOTXUSDT,GTCUSDT,1.5563754427390792,-0.35372458492408776,0.6305686445069991,True,6,95329312.38489,34408866.0554,0.17323,0.21856,7.28,7.778,0.1932686360571254
2021-11-21,2021-11-22,2021-11-25,IOTXUSDT,GTCUSDT,2.2074889867841416,-0.2406918792143068,0.8430043311307666,True,6,146960707.62404,29325963.3394,0.21856,0.18002,7.778,8.967,-0.3292030785106621
2021-11-24,2021-11-25,2021-11-28,IOTXUSDT,C98USDT,1.6806134603930913,-0.21411089960693186,0.7227874340194264,True,7,198233115.39656502,68856510.27035001,0.18002,0.15623,3.1785,2.9915,-0.07331920035382422
2021-11-27,2021-11-28,2021-12-01,IOTXUSDT,C98USDT,1.485527989821883,-0.1793464841285083,0.5912647187618844,True,8,198233115.39656502,63858218.1986,0.15623,0.15393,2.9915,3.0233,-0.025352003070767237
2021-11-30,2021-12-01,2021-12-04,IOTXUSDT,C98USDT,1.1342393565386217,-0.17829668089270667,0.4484023970653886,False,9,198233115.39656502,57334573.796000004,0.15393,0.14246,3.0233,2.9512,-0.05066627666851886
2021-12-03,2021-12-04,2021-12-07,GTCUSDT,C98USDT,0.3897216274089934,-0.2905358301882258,0.2287641714955958,False,9,37199563.75215,57334573.796000004,13.626,11.194,2.9512,2.2363,0.06375813134020547
2021-12-06,2021-12-07,2021-12-10,GTCUSDT,C98USDT,0.2628906690736772,-0.42328219672553813,0.21848423020652877,False,9,46895254.23635,56599439.744550005,11.194,10.483,2.2363,2.1032,-0.003998215613539857
2021-12-09,2021-12-10,2021-12-13,IOTXUSDT,C98USDT,0.1131002331002331,-0.5013510950981321,0.2139661828592141,False,9,163333262.506535,53313955.80975,0.11941,0.11958,2.1032,2.226,-0.056963553115483956
2021-12-12,2021-12-13,2021-12-16,KEEPUSDT,ATAUSDT,0.02340881272949824,-0.48070432868672053,0.16117349142390283,False,9,76974870.06915,50465463.443,0.6687,0.6384,0.7077,0.6473,0.04003509939026795
2021-12-15,2021-12-16,2021-12-19,TLMUSDT,ATAUSDT,-0.12332545311268728,-0.4705112474437627,0.11847685418658949,False,9,275645648.4817,47747514.212050006,0.2225,0.2134,0.6473,0.6126,0.012708415423097086
2021-12-18,2021-12-19,2021-12-22,GALAUSDT,ATAUSDT,1.0269504164667915,-0.3505405978376086,0.3895887044193796,False,11,1482881483.25118,46040068.17915,0.46485,0.44095,0.6126,0.6285,-0.07736938089514611
2021-12-21,2021-12-22,2021-12-25,GALAUSDT,DYDXUSDT,0.19028340080971673,-0.42878868527108205,0.18304267651818282,False,10,1271053497.0710301,207755833.20685,0.44095,0.47222,7.51,8.699,-0.08740716728151265
2021-12-24,2021-12-25,2021-12-28,MASKUSDT,TLMUSDT,-0.07864023007745335,-0.4939172749391727,0.11246678269677712,False,10,69347644.83070001,142676307.10715,12.1049,12.7858,0.2289,0.2464,-0.020202651020363227
2021-12-27,2021-12-28,2021-12-31,ARUSDT,ATAUSDT,0.04563301631620287,-0.3921649826072553,0.1316273751059921,False,12,56400148.9882,36091290.952700004,59.925,58.128,0.734,0.6434,0.09344575815136769
2021-12-30,2021-12-31,2022-01-03,ARUSDT,TLMUSDT,-0.021048377591055267,-0.5052928722653494,0.13394336058183656,False,12,53326488.202800006,114867257.05905,58.128,60.093,0.2104,0.2187,-0.005643962347681164
2022-01-02,2022-01-03,2022-01-06,ARUSDT,TLMUSDT,0.1281680621785004,-0.38290067720090293,0.16591544956050713,False,12,58095081.9237,104963904.52219999,60.093,56.223,0.2187,0.1904,0.06500082622278391
2022-01-05,2022-01-06,2022-01-09,CELOUSDT,RAYUSDT,0.3621520342612421,-0.31779613078402535,0.1969408623351061,False,12,40568078.6892,21413760.3637,5.09,4.534,6.032,5.244,0.021402813026009326
2022-01-08,2022-01-09,2022-01-12,CELOUSDT,GALAUSDT,0.21712292002147082,-0.36459154189650644,0.1887706688851465,False,12,41356675.26555,644496828.670125,4.534,4.525,0.31445,0.32098,-0.022751419760018043
2022-01-11,2022-01-12,2022-01-15,CELOUSDT,GALAUSDT,0.1781250000000001,-0.45723177889413236,0.18453722947240478,False,13,44894717.87535,600122215.443375,4.525,5.045,0.32098,0.32467,0.10342108370463499
2022-01-14,2022-01-15,2022-01-18,CELOUSDT,GALAUSDT,0.4538904899135445,-0.35140859140859126,0.21860696361631077,False,12,50326983.3548,537121475.4863651,5.045,4.551,0.32467,0.30427,-0.035085700955545085
2022-01-17,2022-01-18,2022-01-21,CELOUSDT,GALAUSDT,0.1329350261389095,-0.3453313253012048,0.14220327213596828,False,13,46719625.0787,478599258.05713,4.551,4.03,0.30427,0.26131,0.026710056121514336
2022-01-20,2022-01-21,2022-01-24,KLAYUSDT,GALAUSDT,0.09540060497944647,-0.4074603174603175,0.14244243039116247,False,14,19653477.267575,459326711.220435,1.4124,1.2322,0.26131,0.19603,0.1222339698134014
2022-01-23,2022-01-24,2022-01-27,KLAYUSDT,GALAUSDT,-0.052942984478254185,-0.584858110969928,0.12305237639676626,False,14,23536262.0573,442971673.68623,1.2322,1.2192,0.19603,0.21009,-0.082273951109196
2022-01-26,2022-01-27,2022-01-30,KLAYUSDT,GALAUSDT,-0.11097338680277058,-0.6086438152011924,0.11190687493900062,False,15,24218161.408040002,419791213.5876,1.2192,1.2116,0.21009,0.19221,0.07887278717819846
