trade_index,decision_date,entry_date,exit_date,long_symbol,short_symbol,long_signal,short_signal,dispersion,dispersion_gate,eligible_count,median_quote_volume_long,median_quote_volume_short,long_entry,long_exit,short_entry,short_exit,gross_unit_return,leverage,net_return,equity_before,equity_after,log_contribution
336,2023-02-14,2023-02-15,2023-02-18,APTUSDT,LUNA2USDT,0.8594295949644917,-0.0976757727206562,0.337756125332602,True,8,1538458241.13567,49016131.8679,14.741,14.735,1.8593,1.9008,-0.02272725605990711,0.25,-0.008431814014976778,1.019197377013626,1.010603694286095,-0.008467562852304092
337,2023-02-17,2023-02-18,2023-02-21,STGUSDT,LUNA2USDT,1.7460793357933584,0.024193113853117065,0.5447410456569073,True,8,86544057.80125,48153992.2634,1.1907,1.1327,1.9008,1.8676,-0.031244512395306012,0.25,-0.010561128098826505,1.010603694286095,0.9999305792135923,-0.010617292602530307
338,2023-02-20,2023-02-21,2023-02-24,STGUSDT,LUNA2USDT,1.3225343448841502,-0.15613702096890825,0.42995532932313296,True,8,112558093.30835,45644995.0655,1.1327,1.0799,1.8676,1.7839,-0.0017974071774288225,0.25,-0.0031993517943572055,0.9999305792135923,0.9967314495207527,-0.0032044806625999523
339,2023-02-23,2023-02-24,2023-02-27,SPELLUSDT,LUNA2USDT,0.26218820861677994,-0.12876605302993305,0.16269940047344603,True,7,12018547.176919151,34532979.877,0.0008905,0.0008483,1.7839,1.7375,-0.02137868064970294,0.25,-0.008094670162425736,0.9967314495207527,0.9886632371963657,-0.008127609882820542
340,2023-02-26,2023-02-27,2023-03-02,LDOUSDT,APTUSDT,0.3035505430242271,-0.2885099481334227,0.18079821200622695,True,7,230724343.57099998,1127617518.89188,3.1204,3.0199,12.633,13.443,-0.09632519605549006,0.25,-0.026831299013872517,0.9886632371963657,0.9621361182551269,-0.027197829516651468
341,2023-03-01,2023-03-02,2023-03-05,LDOUSDT,APTUSDT,0.4590742172400464,-0.21799831302172712,0.20185084500152978,True,7,244755055.7814,954990838.603365,3.0199,2.5521,13.443,11.257,0.007706720505572862,0.25,-0.0008233198736067847,0.9621361182551269,0.9613439724678526,-0.0008236589875594834
342,2023-03-04,2023-03-05,2023-03-08,LDOUSDT,APTUSDT,0.12497244875468372,-0.34620366014438464,0.1368452254845442,True,7,265520060.0674,688112351.8555,2.5521,2.5507,11.257,11.12,0.011621637359562342,0.25,0.00015540933989058553,0.9613439724678526,0.9614933743000216,0.000155397265110099
343,2023-03-07,2023-03-08,2023-03-11,LDOUSDT,LUNA2USDT,0.24578713427441023,-0.28293081882035986,0.1840102300728704,True,6,279100922.0825,25600656.564999998,2.5507,2.3041,1.4904,1.2984,0.0321451337250922,0.25,0.00528628343127305,0.9614933743000216,0.9665761007938626,0.0052723600819738455
363,2023-05-06,2023-05-07,2023-05-10,RNDRUSDT,MAGICUSDT,0.592218137254902,-0.2415671641791045,0.2900826981714876,True,6,239999560.389575,43105955.14419,2.0789,1.7379,1.0162,0.8373,0.012018968216362058,0.25,0.0002547420540905145,0.9665761007938626,0.9668223283752136,0.0002547096128428507
364,2023-05-09,2023-05-10,2023-05-13,RNDRUSDT,MAGICUSDT,0.33174955935320716,-0.35772919064058306,0.19916111127865826,True,8,246419089.75163502,44864220.40063,1.7379,1.8175,0.8373,0.8683,0.008778638331979893,0.25,-0.0005553404170050267,0.9668223283752136,0.966285412860204,-0.000555494675607716
365,2023-05-12,2023-05-13,2023-05-16,RNDRUSDT,MAGICUSDT,0.13994479989963615,-0.3236485433868205,0.13841415068165586,True,8,246419089.75163502,47061951.69067,1.8175,1.7937,0.8683,0.8581,-0.0013478185725842584,0.25,-0.0030869546431460644,0.966285412860204,0.9633025336183709,-0.003091729115882753
366,2023-05-15,2023-05-16,2023-05-19,RNDRUSDT,MAGICUSDT,0.0715736647150198,-0.4337381203801479,0.13717486730872228,True,9,246419089.75163502,42451536.63695,1.7937,2.3911,0.8581,0.9037,0.27991392032182016,0.25,0.06722848008045504,0.9633025336183709,1.0280638988111854,0.06506508255519826
367,2023-05-18,2023-05-19,2023-05-22,RNDRUSDT,FETUSDT,0.17931136543014992,-0.4193548387096774,0.14987677552325465,True,12,253893770.986085,41138054.652150005,2.3911,2.4608,0.2467,0.2428,0.04495843821052614,0.25,0.008489609552631533,1.0280638988111854,1.0367917599072485,0.008453775486105963
368,2023-05-21,2023-05-22,2023-05-25,RNDRUSDT,FETUSDT,0.5103731892953598,-0.2710897628339839,0.19180389068124207,True,13,262259550.414785,41138054.652150005,2.4608,2.6337,0.2428,0.2315,0.11680206594927423,0.25,0.026450516487318554,1.0367917599072485,1.064215437446591,0.026106750262606518
